CUST_NAME,Gender_Code,ADDRESS1,CITY,STATE,COUNTRY_CODE,POSTAL_CODE,POSTAL_CODE_PLUS4,ADDRESS2,EMAIL_ADDRESS,PHONE_NUMBER,CREDITCARD_TYPE,LOCALITY,SALESMAN_ID,NATIONALITY,NATIONAL_ID,CREDITCARD_NUMBER,DRIVER_LICENSE,CUST_ID,ORDER_ID,ORDER_DATE,ORDER_TIME,FREIGHT_CHARGES,ORDER_SALESMAN,ORDER_POSTED_DATE,ORDER_SHIP_DATE,AGE,ORDER_VALUE,T_TYPE,PURCHASE_TOUCHPOINT,PURCHASE_STATUS,ORDER_TYPE,GENERATION,Baby Food,Diapers,Formula,Lotion,Baby wash,Wipes,Fresh Fruits,Fresh Vegetables,Beer,Wine,Club Soda,Sports Drink,Chips,Popcorn,Oatmeal,Medicines,Canned Foods,Cigarettes,Cheese,Cleaning Products,Condiments,Frozen Foods,Kitchen Items,Meat,Office Supplies,Personal Care,Pet Supplies,Sea Food,Spices,,,,,,,,,,
Kristin Mendoza     ,Mrs.,2909 Frank Avenue,Anaheim,CA,US,92805,0,,Kristin.T.Mendoza@spambob.com,865-685-8215,Diners Club,,WE154 ,FR,7.00E+14,3.66E+13,,10095,3967,00:00.0,43:54.6,11.88,NW316 ,00:00.0,12/Dec/2016,age-55,281.82,Complete,Phone,Frequent,HighValue,Gen_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,
Kristin Mendoza     ,Mrs.,2909 Frank Avenue,Anaheim,CA,US,92805,0,,Kristin.T.Mendoza@spambob.com,865-685-8215,Diners Club,,WE154 ,FR,7.00E+14,3.63E+13,,10095,4382,00:00.0,29:06.2,19.85,NC358 ,00:00.0,23/Jul/2016,age-55,6.33,Cancelled,Phone,Frequent,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Kristin Mendoza     ,Mrs.,2909 Frank Avenue,Anaheim,CA,US,92805,0,,Kristin.T.Mendoza@spambob.com,865-685-8215,Diners Club,,WE154 ,FR,7.00E+14,3.65E+13,,10095,6009,00:00.0,07:36.4,18.99,NW379 ,00:00.0,3/Jan/2016,age-55,97.72,Complete,Phone,Frequent,MediumValue,Gen_Z,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,
Michael Gordon      ,Mr.,388 Kelly Drive,Ancona,AN,IT,60123,0,,Michael.S.Gordon@dodgeit.com,0373 6095994,Diners Club,,RP385 ,U.S.,316290001,3.62E+13,,10099,5481,00:00.0,11:26.3,8.99,RP385 ,00:00.0,20/Jun/2016,63,33.34,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Phyllis White       ,Mrs.,4738 Jerry Dove Drive,Angas Plains,SA,AU,5255,0,,Phyllis.J.White@pookmail.com,(02) 4024 5353,American Express,,WE151 ,IT,HCNFEA86A41E274E,3.78E+14,,10103,2118,00:00.0,43:54.6,1.49,NE103 ,00:00.0,27/Oct/2016,51,34.95,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Phyllis White       ,Mrs.,4738 Jerry Dove Drive,Angas Plains,SA,AU,5255,0,,Phyllis.J.White@pookmail.com,(02) 4024 5353,American Express,,WE151 ,IT,HCNFEA86A41E274E,3.72E+14,,10103,3746,00:00.0,27:55.6,6.37,SW217 ,00:00.0,6/Oct/2016,51,10.85,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Phyllis White       ,Mrs.,4738 Jerry Dove Drive,Angas Plains,SA,AU,5255,0,,Phyllis.J.White@pookmail.com,(02) 4024 5353,American Express,,WE151 ,IT,HCNFEA86A41E274E,3.48E+14,,10103,4425,00:00.0,34:16.6,2.87,WE355 ,00:00.0,20/Dec/2016,51,20.89,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Phyllis White       ,Mrs.,4738 Jerry Dove Drive,Angas Plains,SA,AU,5255,0,,Phyllis.J.White@pookmail.com,(02) 4024 5353,American Express,,WE151 ,IT,HCNFEA86A41E274E,3.46E+14,,10103,4942,47:25.0,47:25.4,18.45,NE109 ,47:25.0,8/May/2016,51,33.7,In-Progress,Phone,Occasional,LowValue,Gen_X,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Katherine Mullins   ,Mrs.,4245 Adamsville Road,Angwin,CA,US,94508,0,,Katherine.W.Mullins@spambob.com,503-688-0336,Diners Club,,NC424 ,ES,X6490143A,3.60E+13,,10107,825,00:00.0,59:06.2,6.38,WE349 ,00:00.0,27/Jun/2016,64,16.56,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Katherine Mullins   ,Mrs.,4245 Adamsville Road,Angwin,CA,US,94508,0,,Katherine.W.Mullins@spambob.com,503-688-0336,Diners Club,,NC424 ,ES,X6490143A,3.61E+13,,10107,2024,00:00.0,32:45.1,17.87,RP190 ,00:00.0,15/Jun/2016,64,8.71,Cancelled,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Katherine Mullins   ,Mrs.,4245 Adamsville Road,Angwin,CA,US,94508,0,,Katherine.W.Mullins@spambob.com,503-688-0336,Diners Club,,NC424 ,ES,X6490143A,3.68E+13,,10107,2582,00:00.0,33:26.3,8.99,WE154 ,00:00.0,20/Sep/2016,64,25.77,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Katherine Mullins   ,Mrs.,4245 Adamsville Road,Angwin,CA,US,94508,0,,Katherine.W.Mullins@spambob.com,503-688-0336,Diners Club,,NC424 ,ES,X6490143A,3.66E+13,,10107,7943,00:00.0,27:56.4,21.97,SE268 ,00:00.0,16/Dec/2016,64,46.92,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Lisa Guest          ,Mrs.,4317 Lyon Avenue,Annone Veneto,VE,IT,30020,0,,Lisa.D.Guest@spambob.com,0312 0608733,Diners Club,,NE235 ,ES,4204474M,3.66E+13,,10111,5147,00:00.0,23:54.6,14.8,NC295 ,00:00.0,27/Feb/2016,19,22.02,Cancelled,Phone,Frequent,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Lisa Guest          ,Mrs.,4317 Lyon Avenue,Annone Veneto,VE,IT,30020,0,,Lisa.D.Guest@spambob.com,0312 0608733,Diners Club,,NE235 ,ES,4204474M,3.61E+13,,10111,8444,00:00.0,59:36.2,17.87,SC199 ,00:00.0,27/Dec/2016,19,31.3,Complete,Phone,Frequent,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Scott Lawson        ,Mr.,3105 Spadafore Drive,Antioch,WI,US,60002,0,,Scott.M.Lawson@spambob.com,201-799-5873,jcb,,SE133 ,CA,518957246,3.53E+15,,10115,479,00:00.0,22:36.6,18.99,WE421 ,00:00.0,19/Apr/2016,NA,7.02,Complete,Desktop,Occasional,LowValue,Gen_Z,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Scott Lawson        ,Mr.,3105 Spadafore Drive,Antioch,WI,US,60002,0,,Scott.M.Lawson@spambob.com,201-799-5873,jcb,,SE133 ,CA,518957246,3.53E+15,,10115,1059,47:25.0,47:25.4,27.97,SW211 ,47:25.0,8/May/2016,NA,127.03,In-Progress,Phone,Occasional,MediumValue,Gen_Z,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Bilbo        ,Mr.,2553 Clousson Road,Appiano Gentile,CO,IT,22070,0,,Robert.L.Bilbo@dodgeit.com,0390 9449254,jcb,,SC196 ,IT,QIEZKO91C65L851P,3.53E+15,,10119,1969,00:00.0,57:39.4,26.87,SW142 ,00:00.0,30/Apr/2016,49,39.74,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Ahmed Richard       ,Mr.,1346 Carter Street,Appleton,WI,US,54911,0,,Ahmed.P.Richard@mailinator.com,510-517-7759,jcb,,SW214 ,U.S.,229990001,3.53E+15,,10123,4564,00:00.0,43:52.6,24.08,SW274 ,00:00.0,25/Jan/2016,20,44.29,Complete,Phone,FirstTime,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,
Ahmed Richard       ,Mr.,1346 Carter Street,Appleton,WI,US,54911,0,,Ahmed.P.Richard@mailinator.com,510-517-7759,jcb,,SW214 ,U.S.,229990001,3.53E+15,,10123,6596,00:00.0,32:50.8,16.27,NW247 ,00:00.0,15/Jan/2016,20,46.36,Cancelled,Phone,FirstTime,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,
Ahmed Richard       ,Mr.,1346 Carter Street,Appleton,WI,US,54911,0,,Ahmed.P.Richard@mailinator.com,510-517-7759,jcb,,SW214 ,U.S.,229990001,3.53E+15,,10123,7325,00:00.0,33:44.9,11.45,NW112 ,00:00.0,30/May/2016,20,227.61,Complete,Phone,FirstTime,HighValue,Gen_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,
Ahmed Richard       ,Mr.,1346 Carter Street,Appleton,WI,US,54911,0,,Ahmed.P.Richard@mailinator.com,510-517-7759,jcb,,SW214 ,U.S.,229990001,3.53E+15,,10123,7496,00:00.0,32:50.8,18.45,NW247 ,00:00.0,15/Jan/2016,20,11.61,Complete,Phone,FirstTime,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Ahmed Richard       ,Mr.,1346 Carter Street,Appleton,WI,US,54911,0,,Ahmed.P.Richard@mailinator.com,510-517-7759,jcb,,SW214 ,U.S.,229990001,3.53E+15,,10123,7989,00:00.0,47:55.6,17.23,WE151 ,00:00.0,29/Apr/2016,20,30.5,Complete,Desktop,FirstTime,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Ray Hornsby         ,Mr.,555 DaVISAA Avenue,Archez,,ES,29753,0,,Ray.M.Hornsby@pookmail.com,91-271-2747,VISA,,SC388 ,IT,TMWEAA77M18B017F,4.84E+15,,10127,3665,00:00.0,07:36.4,8.99,WE352 ,00:00.0,4/Jan/2016,49,17.29,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jason Glass         ,Miss.,289 Bassell Avenue,Argenton,NSW,AU,2284,0,,Jason.M.Glass@spambob.com,(07) 4090 2386,Diners Club,,RP121 ,IT,HCNMPL50M67G315Q,3.64E+13,,10131,1866,00:00.0,17:24.6,7.02,NC100 ,00:00.0,20/Aug/2016,78,161.59,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,,,,,,,,,,
Jason Glass         ,Miss.,289 Bassell Avenue,Argenton,NSW,AU,2284,0,,Jason.M.Glass@spambob.com,(07) 4090 2386,Diners Club,,RP121 ,IT,HCNMPL50M67G315Q,3.69E+13,,10131,5009,00:00.0,43:54.6,8.23,NW187 ,00:00.0,22/Oct/2016,78,145.28,Abandoned,Desktop,Frequent,MediumValue,Baby_Boomers,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Jason Glass         ,Miss.,289 Bassell Avenue,Argenton,NSW,AU,2284,0,,Jason.M.Glass@spambob.com,(07) 4090 2386,Diners Club,,RP121 ,IT,HCNMPL50M67G315Q,3.65E+13,,10131,7982,47:25.0,47:25.4,23.12,WE289 ,47:25.0,8/May/2016,78,205.85,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,,,,,,,,,,
Natalie White       ,Mrs.,3233 Rivendell Drive,Arlington,TX,US,76011,0,,Natalie.D.White@dodgeit.com,916-866-4992,VISA,,SE397 ,ES,4674010L,4.66E+15,,10135,5052,00:00.0,11:26.3,7.85,SE136 ,00:00.0,10/Sep/2016,NA,220.34,Complete,Phone,Occasional,HighValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,,,,,,,,,,
Natalie White       ,Mrs.,3233 Rivendell Drive,Arlington,TX,US,76011,0,,Natalie.D.White@dodgeit.com,916-866-4992,VISA,,SE397 ,ES,4674010L,4.90E+15,,10135,7836,00:00.0,29:06.2,33.85,NC298 ,00:00.0,27/Jul/2016,NA,281.44,Complete,Desktop,Occasional,HighValue,Gen_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,
Donna Klock         ,Mrs.,3107 Byers Lane,Arlington,NE,US,68002,0,,Donna.K.Klock@spambob.com,319-482-8591,VISA,,SC127 ,U.S.,492230001,4.14E+15,,10139,4045,00:00.0,33:44.8,52,NW184 ,00:00.0,20/Dec/2016,53,40.12,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Donna Klock         ,Mrs.,3107 Byers Lane,Arlington,NE,US,68002,0,,Donna.K.Klock@spambob.com,319-482-8591,VISA,,SC127 ,U.S.,492230001,4.54E+15,,10139,4082,00:00.0,32:50.8,16.83,NW247 ,00:00.0,15/Jan/2016,53,28.48,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Donna Klock         ,Mrs.,3107 Byers Lane,Arlington,NE,US,68002,0,,Donna.K.Klock@spambob.com,319-482-8591,VISA,,SC127 ,U.S.,492230001,4.93E+15,,10139,6973,47:25.0,47:25.4,13.82,NC163 ,47:25.0,8/May/2016,53,25.83,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Donna Klock         ,Mrs.,3107 Byers Lane,Arlington,NE,US,68002,0,,Donna.K.Klock@spambob.com,319-482-8591,VISA,,SC127 ,U.S.,492230001,4.43E+15,,10139,8786,00:00.0,07:24.5,7.85,NW382 ,00:00.0,8/Oct/2016,53,42.85,In-Progress,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Donald Velazquez    ,Mr.,224 Gandy Street,Aschersleben,,DE,6431,0,,Donald.H.Velazquez@pookmail.com,08321 88 88 19,jcb,,WE154 ,IT,NPPGZI62A63B394C,3.53E+15,,10147,1102,00:00.0,47:55.6,8.99,WE151 ,00:00.0,29/Apr/2016,age-19,6.47,Complete,Phone,FirstTime,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Donald Velazquez    ,Mr.,224 Gandy Street,Aschersleben,,DE,6431,0,,Donald.H.Velazquez@pookmail.com,08321 88 88 19,jcb,,WE154 ,IT,NPPGZI62A63B394C,3.53E+15,,10147,5244,00:00.0,33:26.3,17.6,NC229 ,00:00.0,20/Nov/2016,age-19,93.67,Cancelled,Desktop,FirstTime,MediumValue,Gen_Z,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,
Harry Brumback      ,Mr.,45 Graystone Lakes,Asheboro,NC,US,27203,0,,Harry.L.Brumback@dodgeit.com,773-577-9355,Discover,,SW406 ,FR,7.83E+14,6.01E+15,,10151,5206,00:00.0,29:06.2,7.02,NC298 ,00:00.0,27/Jul/2016,75,47.02,Complete,Desktop,Frequent,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Harry Brumback      ,Mr.,45 Graystone Lakes,Asheboro,NC,US,27203,0,,Harry.L.Brumback@dodgeit.com,773-577-9355,Discover,,SW406 ,FR,7.83E+14,6.01E+15,,10151,5252,00:00.0,29:06.2,13.82,SE208 ,00:00.0,1/Mar/2016,75,217.37,Cancelled,Desktop,Frequent,HighValue,Baby_Boomers,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,,,,,,,,,,
Harry Brumback      ,Mr.,45 Graystone Lakes,Asheboro,NC,US,27203,0,,Harry.L.Brumback@dodgeit.com,773-577-9355,Discover,,SW406 ,FR,7.83E+14,6.01E+15,,10151,8270,00:00.0,23:44.8,14.28,NW244 ,00:00.0,15/Dec/2016,75,48.8,Complete,Desktop,Frequent,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Harold Magee        ,Mr.,565 Cinnamon Lane,Ashland,VA,US,23005,0,,Harold.A.Magee@mailinator.com,503-308-1831,American Express,,NW310 ,UK,YS731666A,3.76E+14,,10155,1267,00:00.0,50:44.9,21.97,WE223 ,00:00.0,7/Oct/2016,40,22.38,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Harold Magee        ,Mr.,565 Cinnamon Lane,Ashland,VA,US,23005,0,,Harold.A.Magee@mailinator.com,503-308-1831,American Express,,NW310 ,UK,YS731666A,3.43E+14,,10155,2983,00:00.0,27:55.0,28.55,NE172 ,00:00.0,8/Oct/2016,40,17.02,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Harold Magee        ,Mr.,565 Cinnamon Lane,Ashland,VA,US,23005,0,,Harold.A.Magee@mailinator.com,503-308-1831,American Express,,NW310 ,UK,YS731666A,3.76E+14,,10155,5455,00:00.0,17:24.6,23.37,NC100 ,00:00.0,20/Aug/2016,40,19.35,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,
Harold Magee        ,Mr.,565 Cinnamon Lane,Ashland,VA,US,23005,0,,Harold.A.Magee@mailinator.com,503-308-1831,American Express,,NW310 ,UK,YS731666A,3.45E+14,,10155,8471,00:00.0,47:52.6,21.97,WE157 ,00:00.0,25/Apr/2016,40,30.45,Abandoned,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Quinn Perry         ,Master.,749 C Street,Amarillo,TX,US,79109,0,,Quinn.S.Perry@spambob.com,603-366-3347,American Express,,SC322 ,IT,FHGPMO74D11L254L,3.75E+14,,10091,6717,00:00.0,13:54.6,13.25,SE400 ,00:00.0,3/Jul/2016,40,5.2,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,
Quinn Perry         ,Master.,749 C Street,Amarillo,TX,US,79109,0,,Quinn.S.Perry@spambob.com,603-366-3347,American Express,,SC322 ,IT,FHGPMO74D11L254L,3.42E+14,,10091,7265,00:00.0,07:39.4,7.45,WE286 ,00:00.0,30/Nov/2016,40,35.16,In-Progress,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Kristin Mendoza     ,Mrs.,2909 Frank Avenue,Anaheim,CA,US,92805,0,,Kristin.T.Mendoza@spambob.com,865-685-8215,Diners Club,,WE154 ,FR,7.00E+14,3.70E+13,,10095,2162,00:00.0,43:54.6,8.99,SW340 ,00:00.0,27/Feb/2016,age-55,35.36,Cancelled,Phone,Frequent,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Kristin Mendoza     ,Mrs.,2909 Frank Avenue,Anaheim,CA,US,92805,0,,Kristin.T.Mendoza@spambob.com,865-685-8215,Diners Club,,WE154 ,FR,7.00E+14,3.69E+13,,10095,3305,00:00.0,27:55.6,33.99,SW217 ,00:00.0,6/Oct/2016,age-55,24.92,Complete,Phone,Frequent,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Kristin Mendoza     ,Mrs.,2909 Frank Avenue,Anaheim,CA,US,92805,0,,Kristin.T.Mendoza@spambob.com,865-685-8215,Diners Club,,WE154 ,FR,7.00E+14,3.66E+13,,10095,3967,00:00.0,43:54.6,11.88,NW316 ,00:00.0,12/Dec/2016,age-55,281.82,Complete,Phone,Frequent,HighValue,Gen_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,
Harold Magee        ,Mr.,  565 Cinnamon Lane,Ashland,VA,US,23005,0,,Harold.A.Magee@mailinator.com,503-308-1831,American Express,,NW310 ,UK,YS731666A,3.49E+14,,10155,8974,00:00.0,32:50.8,17.6,NW247 ,00:00.0,15/Jan/2016,40,40.62,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Melba Whitehead     ,Mrs.,4985 Barnes Avenue,Asquith,NSW,AU,2077,0,,Melba.M.Whitehead@trashymail.com,(07) 4507 5357,American Express,,RP121 ,ES,0568157B,3.41E+14,,10159,601,00:00.0,44:16.6,33.85,NE178 ,00:00.0,20/Dec/2016,53,28.95,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Melba Whitehead     ,Mrs.,4985 Barnes Avenue,Asquith,NSW,AU,2077,0,,Melba.M.Whitehead@trashymail.com,(07) 4507 5357,American Express,,RP121 ,ES,0568157B,3.76E+14,,10159,810,00:00.0,11:26.3,7.02,RP385 ,00:00.0,20/Jun/2016,53,7.89,Complete,Phone,Occasional,LowValue,Baby_Boomers,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Melba Whitehead     ,Mrs.,4985 Barnes Avenue,Asquith,NSW,AU,2077,0,,Melba.M.Whitehead@trashymail.com,(07) 4507 5357,American Express,,RP121 ,ES,0568157B,3.46E+14,,10159,3072,00:00.0,43:54.8,11.45,NC364 ,00:00.0,12/Dec/2016,53,45.27,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Melba Whitehead     ,Mrs.,4985 Barnes Avenue,Asquith,NSW,AU,2077,0,,Melba.M.Whitehead@trashymail.com,(07) 4507 5357,American Express,,RP121 ,ES,0568157B,3.47E+14,,10159,4170,00:00.0,07:39.4,16.85,SC256 ,00:00.0,14/Nov/2016,53,8.46,Cancelled,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Melba Whitehead     ,Mrs.,4985 Barnes Avenue,Asquith,NSW,AU,2077,0,,Melba.M.Whitehead@trashymail.com,(07) 4507 5357,American Express,,RP121 ,ES,0568157B,3.40E+14,,10159,7795,00:00.0,11:26.3,16.33,NC169 ,00:00.0,20/Jun/2016,53,800.9,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Ivan Case           ,Mr.,2540 School Street,Athens,TX,US,75751,0,,Ivan.J.Case@dodgeit.com,512-391-4111,Diners Club,,SC130 ,U.S.,23868154,3.69E+13,,10163,1566,00:00.0,33:26.3,6.37,SE397 ,00:00.0,20/Dec/2016,27,190.12,Complete,Desktop,FirstTime,HighValue,Gen_Y,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,
Ivan Case           ,Mr.,2540 School Street,Athens,TX,US,75751,0,,Ivan.J.Case@dodgeit.com,512-391-4111,Diners Club,,SC130 ,U.S.,23868154,3.62E+13,,10163,1740,00:00.0,36:44.9,13.33,RP319 ,00:00.0,20/Jul/2016,27,282.85,In-Progress,Phone,FirstTime,HighValue,Gen_Y,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,,,,,,,,,,
